Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,Playstyle,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3
101,0,0,0,0,1,0,0,25.0,winning,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,22,Employed,South Africa,Multiplayer - online - with strangers,1,15.0,ZAF,ZAF
102,1,3,2,2,2,1,0,16.0,improving,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,Male,22,Student at college / university,Germany,Multiplayer - online - with strangers,11,45.0,DEU,DEU
103,0,0,0,0,0,1,0,20.0,improving,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,Male,27,Student at college / university,Germany,Multiplayer - online - with real life friends,1,15.0,DEU,DEU
104,0,0,0,0,0,0,0,15.0,improving,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,20,Unemployed / between jobs,USA,Multiplayer - online - with real life friends,0,16.0,USA,USA
105,0,0,0,0,0,0,0,50.0,improving,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Unemployed / between jobs,Croatia,Multiplayer - online - with online acquaintances or teammates,0,5.0,HRV,HRV
106,2,2,3,1,1,3,1,12.0,winning,2.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,Male,18,Student at college / university,UK,Multiplayer - online - with strangers,13,50.0,GBR,GBR
107,3,3,3,3,2,0,1,28.0,having fun,0.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,Male,19,Unemployed / between jobs,Switzerland,Singleplayer,15,33.0,CHE,DEU
108,0,0,1,0,0,1,1,25.0,improving,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,Male,19,Student at college / university,Croatia,Multiplayer - online - with strangers,3,21.0,HRV,HRV
109,0,0,0,0,0,0,0,42.0,having fun,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,27,Employed,India,"Multiplayer - Online - With real friends, and with online acquaintances, and strangers",0,15.0,IND,IND
110,0,3,3,3,1,2,3,20.0,having fun,1.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,Female,21,Employed,Germany,Multiplayer - online - with online acquaintances or teammates,15,21.0,DEU,USA
111,1,1,1,1,0,1,0,14.0,relaxing,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,Multiplayer - online - with online acquaintances or teammates,5,11.0,NLD,NLD
112,1,3,3,1,0,1,0,80.0,winning,1.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,4.0,Male,18,Student at college / university,UK,Multiplayer - online - with strangers,9,37.0,GBR,GBR
113,1,1,1,1,2,2,1,50.0,improving,2.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,Male,19,Student at college / university,USA,Multiplayer - online - with strangers,9,34.0,USA,USA
114,1,0,1,1,2,2,0,40.0,having fun,1.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,Male,22,Student at college / university,Denmark,Multiplayer - online - with online acquaintances or teammates,7,35.0,DNK,DNK
116,0,0,1,1,0,0,0,10.0,having fun,1.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,Female,20,Employed,Portugal,Multiplayer - online - with real life friends,2,25.0,PRT,PRT
117,0,0,0,1,0,1,0,10.0,improving,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,UK,Multiplayer - online - with strangers,2,12.0,GBR,GBR
118,0,1,1,0,1,0,1,28.0,improving,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,France,Multiplayer - online - with online acquaintances or teammates,4,4.0,FRA,FRA
119,1,1,1,1,1,3,0,30.0,having fun,2.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,Male,20,Unemployed / between jobs,France,Multiplayer - online - with real life friends,8,22.0,FRA,FRA
120,3,1,2,1,0,1,0,20.0,having fun,0.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,Male,23,Student at college / university,France,Multiplayer - online - with strangers,8,33.0,FRA,FRA
121,3,3,3,1,1,3,3,28.0,having fun,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,2.0,Male,21,Employed,UK,Multiplayer - online - with online acquaintances or teammates,17,34.0,GBR,GBR
122,1,1,1,1,0,0,0,40.0,improving,0.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,Male,23,Unemployed / between jobs,Argentina,Multiplayer - online - with online acquaintances or teammates,4,26.0,ARG,ARG
123,1,0,0,0,1,1,0,30.0,having fun,0.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,Male,18,Student at school,Germany,Singleplayer,3,40.0,DEU,DEU
124,1,1,3,1,1,3,3,30.0,winning,1.0,2.0,3.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,Male,18,Employed,Germany,Multiplayer - online - with real life friends,13,46.0,DEU,DEU
125,0,0,1,1,0,0,0,30.0,improving,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,20,Student at college / university,Germany,Multiplayer - online - with online acquaintances or teammates,2,17.0,DEU,COL
126,1,0,1,2,0,2,0,17.0,improving,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,Male,27,Employed,Estonia,Multiplayer - online - with strangers,6,11.0,EST,EST
127,0,0,0,1,1,1,0,30.0,having fun,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,20,Employed,UK,Multiplayer - online - with real life friends,3,6.0,GBR,GBR
128,0,0,1,1,0,2,0,7.0,having fun,0.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,34,Employed,Germany,Multiplayer - online - with strangers,4,18.0,DEU,DEU
129,2,1,1,0,0,3,0,14.0,winning,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,Male,19,Unemployed / between jobs,Russia,Multiplayer - online - with online acquaintances or teammates,7,46.0,RUS,RUS
130,1,1,1,1,0,1,1,30.0,having fun,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,Male,21,Student at college / university,Czech Republic,Singleplayer,6,28.0,CZE,SVK
131,0,0,3,0,0,0,0,25.0,having fun,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,,2.0,0.0,0.0,4.0,0.0,2.0,Male,20,Unemployed / between jobs,Netherlands,Multiplayer - online - with online acquaintances or teammates,3,,NLD,NLD
132,1,1,0,1,2,0,0,10.0,having fun,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,Female,20,Student at college / university,Lithuania,With strangers and friends,5,27.0,LTU,LTU
133,2,1,1,1,0,1,1,45.0,improving,1.0,4.0,3.0,4.0,2.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,Male,35,Employed,Ireland,Multiplayer - online - with online acquaintances or teammates,7,43.0,IRL,GBR
135,2,3,2,1,0,1,2,40.0,having fun,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,18,Student at school,Norway,Multiplayer - online - with real life friends,11,7.0,NOR,NOR
136,0,0,1,0,0,0,0,12.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Employed,Germany,Multiplayer - online - with real life friends,1,5.0,DEU,DEU
137,1,1,1,0,2,1,1,16.0,having fun,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Japan,Multiplayer - online - with online acquaintances or teammates,7,14.0,JPN,LKA
138,1,0,1,2,0,1,1,13.0,improving,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,23,Student at college / university,Belgium,Multiplayer - online - with real life friends,6,19.0,BEL,BEL
139,0,0,0,0,1,0,0,20.0,having fun,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at school,Switzerland,Multiplayer - online - with real life friends,1,13.0,CHE,CHE
140,0,0,0,0,0,0,1,16.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,UK,Multiplayer - online - with real life friends,1,2.0,GBR,GBR
141,3,3,3,3,1,3,2,10.0,improving,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,Male,36,Employed,Canada,Singleplayer - online,18,30.0,CAN,CAN
142,0,0,1,0,0,1,0,12.0,improving,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,Male,18,Employed,UK,Multiplayer - online - with real life friends,2,16.0,GBR,GBR
143,1,2,2,1,2,2,0,21.0,having fun,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,Male,21,Student at college / university,Croatia,Multiplayer - online - with real life friends,10,23.0,HRV,HRV
144,0,0,1,1,0,0,1,5.0,having fun,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,23,Employed,Germany,Multiplayer - online - with real life friends,3,8.0,DEU,DEU
145,0,0,1,1,1,1,0,40.0,improving,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,22,Student at college / university,Finland,Multiplayer - online - with strangers,4,14.0,FIN,FIN
146,1,1,1,0,0,0,0,10.0,improving,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Canada,Multiplayer - online - with online acquaintances or teammates,3,13.0,CAN,CAN
147,1,1,0,1,0,1,1,11.0,improving,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Singapore,Multiplayer - online - with online acquaintances or teammates,5,8.0,SGP,SGP
148,1,0,1,0,0,0,0,15.0,having fun,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,Male,25,Employed,UK,Singleplayer,2,35.0,GBR,GBR
149,1,0,0,0,3,1,0,30.0,improving,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,0.0,3.0,Male,20,Student at college / university,Belgium,Multiplayer - online - with real life friends,5,36.0,BEL,BEL
150,2,2,2,1,1,1,0,12.0,winning,0.0,1.0,0.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,Male,19,Student at college / university,Argentina,Multiplayer - online - with online acquaintances or teammates,9,32.0,ARG,ARG
151,2,0,0,1,1,0,0,15.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,Multiplayer - online - with strangers,4,4.0,GBR,GBR
152,0,0,0,0,1,0,1,30.0,having fun,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,24,Employed,Portugal,Multiplayer - online - with online acquaintances or teammates,2,12.0,PRT,PRT
153,0,0,0,0,0,0,0,20.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,25,Employed,Romania,Multiplayer - online - with strangers,0,3.0,ROU,ROU
154,0,0,0,0,0,0,0,30.0,winning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,23,Unemployed / between jobs,Poland,Multiplayer - online - with strangers,0,2.0,POL,POL
155,0,1,3,1,0,1,0,21.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Germany,Multiplayer - online - with strangers,6,0.0,DEU,DEU
156,1,0,0,1,0,1,0,50.0,relaxing,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Austria,Multiplayer - online - with strangers,3,22.0,AUT,AUT
157,0,0,0,0,0,1,0,20.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,23,Student at college / university,Netherlands,Multiplayer - online - with online acquaintances or teammates,1,3.0,NLD,NLD
158,1,1,1,1,2,0,0,25.0,improving,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Employed,Germany,Multiplayer - online - with real life friends,6,6.0,DEU,DEU
159,1,0,0,0,0,0,0,17.0,having fun,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Argentina,Multiplayer - online - with strangers,1,10.0,ARG,DEU
160,0,0,0,0,0,1,0,50.0,having fun and improving,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,Denmark,Multiplayer - online - with real life friends,1,10.0,DNK,DNK
161,0,0,0,0,0,1,0,80.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,29,Unemployed / between jobs,UK,Multiplayer - online - with online acquaintances or teammates,1,1.0,GBR,USA
162,1,0,0,0,0,0,0,15.0,relaxing,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,39,Employed,Sweden,Multiplayer - online - with online acquaintances or teammates,1,9.0,SWE,SWE
163,1,2,1,0,0,0,0,10.0,improving,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Germany,Multiplayer - online - with real life friends,4,2.0,DEU,DEU
164,1,2,3,2,3,0,0,10.0,improving,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,Male,21,Student at college / university,Denmark,Multiplayer - online - with strangers,11,23.0,DNK,NLD
165,1,1,1,0,0,0,0,10.0,improving,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,Male,19,Employed,Sweden,Multiplayer - online - with online acquaintances or teammates,3,,SWE,SWE
166,1,1,1,3,0,3,0,40.0,improving,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,Male,25,Employed,UK,Multiplayer - online - with strangers,9,23.0,GBR,BGR
167,0,0,0,0,0,0,0,10.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Canada,Multiplayer - online - with strangers,0,1.0,CAN,CAN
168,1,0,0,1,1,0,0,7.0,improving,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,Multiplayer - online - with strangers,3,10.0,USA,USA
169,3,1,2,1,0,0,0,25.0,improving,2.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,Male,20,Student at college / university,China,Multiplayer - online - with strangers,7,41.0,CHN,NOR
170,0,0,0,1,0,1,1,10.0,having fun,,,,,,,,,,,,,,,,,,Male,18,Student at school,Canada,Multiplayer - online - with online acquaintances or teammates,3,,CAN,USA
171,1,1,1,0,0,0,1,20.0,having fun,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,23,Student at college / university,Germany,Multiplayer - online - with real life friends,4,8.0,DEU,ITA
173,0,0,0,1,0,2,0,14.0,improving,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,29,Employed,UK,Multiplayer - online - with real life friends,3,8.0,GBR,GBR
174,0,1,0,0,0,0,0,30.0,improving,0.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,Netherlands,Multiplayer - online - with strangers,1,18.0,NLD,DEU
175,0,0,0,0,0,1,0,15.0,improving,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,29,Employed,France,Multiplayer - online - with online acquaintances or teammates,1,12.0,FRA,FRA
176,2,2,2,1,0,1,1,13.0,winning,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,Male,18,Student at school,Canada,Multiplayer - online - with real life friends,9,22.0,CAN,CAN
177,1,0,1,0,1,1,0,20.0,improving,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,Male,18,Student at school,USA,Multiplayer - online - with real life friends,4,26.0,USA,USA
178,2,2,2,2,1,3,2,12.0,having fun,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Unemployed / between jobs,UK,Multiplayer - online - with strangers,14,8.0,GBR,GBR
179,1,0,0,1,0,1,0,35.0,relaxing,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,Male,21,Student at college / university,Portugal,Multiplayer - online - with real life friends,3,48.0,PRT,PRT
180,0,2,0,0,0,3,0,7.0,improving,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Male,19,Student at college / university,Unknown,Multiplayer - online - with real life friends,5,9.0,,
181,0,0,1,0,0,0,0,30.0,improving,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,21,Student at college / university,Germany,Multiplayer - online - with real life friends,1,19.0,DEU,DEU
182,2,2,1,1,0,3,1,14.0,having fun,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,Male,29,Employed,UK,Multiplayer - online - with strangers,10,38.0,GBR,GBR
183,1,1,1,1,1,1,0,10.0,having fun,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,Female,20,Student at college / university,Denmark,Multiplayer - online - with online acquaintances or teammates,6,34.0,DNK,DNK
184,0,0,1,0,0,1,0,70.0,improving,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Serbia,Singleplayer,2,4.0,SRB,HRV
185,3,3,3,1,1,0,0,40.0,all,0.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,Male,18,Student at school,Sweden,Multiplayer - online - with online acquaintances or teammates,11,26.0,SWE,SWE
186,0,0,0,0,0,0,0,15.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,Employed,Switzerland,Multiplayer - online - with strangers,0,0.0,CHE,CAN
187,1,1,1,3,2,3,1,8.0,improving,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,Male,21,Student at college / university,Morocco,Multiplayer - online - with strangers,12,32.0,MAR,MAR
188,0,0,0,0,0,0,0,8.0,improving,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,Multiplayer - online - with real life friends,0,5.0,USA,USA
189,0,0,0,0,0,1,0,30.0,having fun,0.0,2.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,Male,19,Unemployed / between jobs,USA,Multiplayer - online - with online acquaintances or teammates,1,21.0,USA,USA
190,1,1,1,1,1,1,1,0.0,winning,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,Male,29,Employed,Australia,watching,7,26.0,AUS,AUS
191,0,0,0,0,0,0,0,40.0,having fun,0.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Unemployed / between jobs,USA,Multiplayer - online - with online acquaintances or teammates,0,19.0,USA,USA
192,1,1,2,2,0,1,1,21.0,having fun,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,Male,18,Student at school,France, Multiplayer - online - with online acquaintances or teammates and with real life friends,8,51.0,FRA,FRA
194,1,1,3,0,1,2,0,50.0,improving,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,Male,18,Student at school,USA,Multiplayer - online - with real life friends,8,21.0,USA,USA
195,1,0,0,0,1,1,1,20.0,improving,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,18,Student at school,Germany,Multiplayer - online - with real life friends,4,12.0,DEU,DEU
197,0,0,0,0,1,1,0,12.0,improving,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Male,31,Employed,Netherlands,Multiplayer - online - with strangers,2,11.0,NLD,NLD
198,0,0,0,0,0,0,0,25.0,improving,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Sweden,Multiplayer - online - with strangers,0,2.0,SWE,SWE
199,1,1,1,2,0,1,2,13.0,improving,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,Male,25,Employed,USA,Multiplayer - online - with strangers,8,35.0,USA,USA
200,3,2,3,3,2,3,3,20.0,having fun,0.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,Male,19,Student at college / university,Poland,Multiplayer - online - with strangers,19,28.0,POL,POL
201,2,0,2,1,3,0,0,8.0,improving,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,Male,24,Employed,Germany,Multiplayer - online - with online acquaintances or teammates,8,17.0,DEU,DEU
202,0,0,0,0,0,0,0,8.0,improving,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Male,26,Employed,USA,Multiplayer - online - with online acquaintances or teammates,0,9.0,USA,USA
203,0,0,0,0,0,0,0,18.0,improving,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,Multiplayer - online - with strangers,0,1.0,USA,USA
204,1,1,1,2,0,1,0,20.0,improving,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,Male,18,Unemployed / between jobs,UK,Multiplayer - online - with strangers,6,23.0,GBR,GBR
205,0,0,0,0,0,0,0,30.0,improving,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,Male,25,Student at college / university,Australia,Multiplayer - online - with online acquaintances or teammates,0,7.0,AUS,AUS
206,1,0,1,1,0,3,1,10.0,improving,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,Male,20,Student at college / university,Spain,Multiplayer - online - with strangers,7,20.0,ESP,ESP
